1705417986 PING 10.0.43.184 (10.0.43.184) 56(84) bytes of data.
1705417986 64 bytes from 10.0.43.184: icmp_seq=1 ttl=64 0.121 ms
1705417987 64 bytes from 10.0.43.184: icmp_seq=2 ttl=64 0.106 ms
1705417988 64 bytes from 10.0.43.184: icmp_seq=3 ttl=64 0.104 ms
1705417989 64 bytes from 10.0.43.184: icmp_seq=4 ttl=64 0.099 ms
1705417990 64 bytes from 10.0.43.184: icmp_seq=5 ttl=64 0.095 ms
1705417991 64 bytes from 10.0.43.184: icmp_seq=6 ttl=64 0.091 ms
1705417992 64 bytes from 10.0.43.184: icmp_seq=7 ttl=64 0.094 ms
1705417993 64 bytes from 10.0.43.184: icmp_seq=8 ttl=64 0.104 ms
1705417994 64 bytes from 10.0.43.184: icmp_seq=9 ttl=64 0.110 ms
1705417995 64 bytes from 10.0.43.184: icmp_seq=10 ttl=64 0.076 ms
1705417996 64 bytes from 10.0.43.184: icmp_seq=11 ttl=64 0.093 ms
1705417997 64 bytes from 10.0.43.184: icmp_seq=12 ttl=64 0.073 ms
1705417998 64 bytes from 10.0.43.184: icmp_seq=13 ttl=64 0.081 ms
1705417999 64 bytes from 10.0.43.184: icmp_seq=14 ttl=64 0.078 ms
1705418000 64 bytes from 10.0.43.184: icmp_seq=15 ttl=64 0.081 ms
1705418001 64 bytes from 10.0.43.184: icmp_seq=16 ttl=64 0.076 ms
1705418002 64 bytes from 10.0.43.184: icmp_seq=17 ttl=64 0.088 ms
1705418003 64 bytes from 10.0.43.184: icmp_seq=18 ttl=64 0.077 ms
1705418004 64 bytes from 10.0.43.184: icmp_seq=19 ttl=64 0.077 ms
1705418005 64 bytes from 10.0.43.184: icmp_seq=20 ttl=64 0.077 ms
1705418006 64 bytes from 10.0.43.184: icmp_seq=21 ttl=64 0.071 ms
1705418007 64 bytes from 10.0.43.184: icmp_seq=22 ttl=64 0.083 ms
1705418008 64 bytes from 10.0.43.184: icmp_seq=23 ttl=64 0.082 ms
1705418009 64 bytes from 10.0.43.184: icmp_seq=24 ttl=64 0.074 ms
1705418010 64 bytes from 10.0.43.184: icmp_seq=25 ttl=64 0.079 ms
1705418011 64 bytes from 10.0.43.184: icmp_seq=26 ttl=64 0.082 ms
1705418012 64 bytes from 10.0.43.184: icmp_seq=27 ttl=64 0.074 ms
1705418013 64 bytes from 10.0.43.184: icmp_seq=28 ttl=64 0.067 ms
1705418014 64 bytes from 10.0.43.184: icmp_seq=29 ttl=64 0.075 ms
1705418015 64 bytes from 10.0.43.184: icmp_seq=30 ttl=64 0.084 ms
1705418016 64 bytes from 10.0.43.184: icmp_seq=31 ttl=64 0.096 ms
1705418017 64 bytes from 10.0.43.184: icmp_seq=32 ttl=64 0.106 ms
1705418019 64 bytes from 10.0.43.184: icmp_seq=33 ttl=64 0.097 ms
1705418020 64 bytes from 10.0.43.184: icmp_seq=34 ttl=64 0.098 ms
1705418021 64 bytes from 10.0.43.184: icmp_seq=35 ttl=64 0.098 ms
1705418022 64 bytes from 10.0.43.184: icmp_seq=36 ttl=64 0.100 ms
1705418023 64 bytes from 10.0.43.184: icmp_seq=37 ttl=64 0.098 ms
1705418024 64 bytes from 10.0.43.184: icmp_seq=38 ttl=64 0.089 ms
1705418025 64 bytes from 10.0.43.184: icmp_seq=39 ttl=64 0.110 ms
1705418026 64 bytes from 10.0.43.184: icmp_seq=40 ttl=64 0.110 ms
1705418027 64 bytes from 10.0.43.184: icmp_seq=41 ttl=64 0.098 ms
1705418028 64 bytes from 10.0.43.184: icmp_seq=42 ttl=64 0.101 ms
1705418029 64 bytes from 10.0.43.184: icmp_seq=43 ttl=64 0.101 ms
1705418030 64 bytes from 10.0.43.184: icmp_seq=44 ttl=64 0.094 ms
1705418031 64 bytes from 10.0.43.184: icmp_seq=45 ttl=64 0.100 ms
1705418032 64 bytes from 10.0.43.184: icmp_seq=46 ttl=64 0.103 ms
1705418033 64 bytes from 10.0.43.184: icmp_seq=47 ttl=64 0.086 ms
