1705491018 PING 10.0.156.29 (10.0.156.29) 56(84) bytes of data.
1705491018 64 bytes from 10.0.156.29: icmp_seq=1 ttl=64 0.187 ms
1705491019 64 bytes from 10.0.156.29: icmp_seq=2 ttl=64 0.161 ms
1705491020 64 bytes from 10.0.156.29: icmp_seq=3 ttl=64 0.165 ms
1705491021 64 bytes from 10.0.156.29: icmp_seq=4 ttl=64 0.170 ms
1705491022 64 bytes from 10.0.156.29: icmp_seq=5 ttl=64 0.167 ms
1705491023 64 bytes from 10.0.156.29: icmp_seq=6 ttl=64 0.170 ms
1705491024 64 bytes from 10.0.156.29: icmp_seq=7 ttl=64 0.165 ms
1705491025 64 bytes from 10.0.156.29: icmp_seq=8 ttl=64 0.169 ms
1705491026 64 bytes from 10.0.156.29: icmp_seq=9 ttl=64 0.205 ms
1705491027 64 bytes from 10.0.156.29: icmp_seq=10 ttl=64 0.150 ms
1705491028 64 bytes from 10.0.156.29: icmp_seq=11 ttl=64 0.150 ms
1705491029 64 bytes from 10.0.156.29: icmp_seq=12 ttl=64 0.151 ms
1705491030 64 bytes from 10.0.156.29: icmp_seq=13 ttl=64 0.152 ms
1705491031 64 bytes from 10.0.156.29: icmp_seq=14 ttl=64 0.151 ms
1705491032 64 bytes from 10.0.156.29: icmp_seq=15 ttl=64 0.149 ms
1705491033 64 bytes from 10.0.156.29: icmp_seq=16 ttl=64 0.153 ms
1705491034 64 bytes from 10.0.156.29: icmp_seq=17 ttl=64 0.147 ms
1705491035 64 bytes from 10.0.156.29: icmp_seq=18 ttl=64 0.141 ms
1705491036 64 bytes from 10.0.156.29: icmp_seq=19 ttl=64 0.152 ms
1705491037 64 bytes from 10.0.156.29: icmp_seq=20 ttl=64 0.174 ms
1705491038 64 bytes from 10.0.156.29: icmp_seq=21 ttl=64 0.142 ms
1705491040 64 bytes from 10.0.156.29: icmp_seq=22 ttl=64 0.151 ms
1705491041 64 bytes from 10.0.156.29: icmp_seq=23 ttl=64 0.146 ms
1705491042 64 bytes from 10.0.156.29: icmp_seq=24 ttl=64 0.153 ms
1705491043 64 bytes from 10.0.156.29: icmp_seq=25 ttl=64 0.156 ms
1705491044 64 bytes from 10.0.156.29: icmp_seq=26 ttl=64 0.157 ms
1705491045 64 bytes from 10.0.156.29: icmp_seq=27 ttl=64 0.148 ms
1705491046 64 bytes from 10.0.156.29: icmp_seq=28 ttl=64 0.152 ms
1705491047 64 bytes from 10.0.156.29: icmp_seq=29 ttl=64 0.144 ms
1705491048 64 bytes from 10.0.156.29: icmp_seq=30 ttl=64 0.166 ms
1705491049 64 bytes from 10.0.156.29: icmp_seq=31 ttl=64 0.165 ms
1705491050 64 bytes from 10.0.156.29: icmp_seq=32 ttl=64 0.165 ms
1705491051 64 bytes from 10.0.156.29: icmp_seq=33 ttl=64 0.174 ms
1705491052 64 bytes from 10.0.156.29: icmp_seq=34 ttl=64 0.176 ms
1705491053 64 bytes from 10.0.156.29: icmp_seq=35 ttl=64 0.188 ms
1705491054 64 bytes from 10.0.156.29: icmp_seq=36 ttl=64 0.177 ms
1705491055 64 bytes from 10.0.156.29: icmp_seq=37 ttl=64 0.176 ms
1705491056 64 bytes from 10.0.156.29: icmp_seq=38 ttl=64 0.179 ms
1705491057 64 bytes from 10.0.156.29: icmp_seq=39 ttl=64 0.174 ms
1705491058 64 bytes from 10.0.156.29: icmp_seq=40 ttl=64 0.178 ms
1705491059 64 bytes from 10.0.156.29: icmp_seq=41 ttl=64 0.179 ms
1705491060 64 bytes from 10.0.156.29: icmp_seq=42 ttl=64 0.176 ms
1705491061 64 bytes from 10.0.156.29: icmp_seq=43 ttl=64 0.176 ms
1705491062 64 bytes from 10.0.156.29: icmp_seq=44 ttl=64 0.174 ms
1705491063 64 bytes from 10.0.156.29: icmp_seq=45 ttl=64 0.177 ms
1705491064 64 bytes from 10.0.156.29: icmp_seq=46 ttl=64 0.184 ms
1705491065 64 bytes from 10.0.156.29: icmp_seq=47 ttl=64 0.180 ms
