1705491018 PING 10.0.144.114 (10.0.144.114) 56(84) bytes of data.
1705491018 64 bytes from 10.0.144.114: icmp_seq=1 ttl=64 0.126 ms
1705491019 64 bytes from 10.0.144.114: icmp_seq=2 ttl=64 0.102 ms
1705491020 64 bytes from 10.0.144.114: icmp_seq=3 ttl=64 0.107 ms
1705491021 64 bytes from 10.0.144.114: icmp_seq=4 ttl=64 0.105 ms
1705491022 64 bytes from 10.0.144.114: icmp_seq=5 ttl=64 0.105 ms
1705491023 64 bytes from 10.0.144.114: icmp_seq=6 ttl=64 0.108 ms
1705491024 64 bytes from 10.0.144.114: icmp_seq=7 ttl=64 0.103 ms
1705491025 64 bytes from 10.0.144.114: icmp_seq=8 ttl=64 0.095 ms
1705491026 64 bytes from 10.0.144.114: icmp_seq=9 ttl=64 0.142 ms
1705491027 64 bytes from 10.0.144.114: icmp_seq=10 ttl=64 0.081 ms
1705491028 64 bytes from 10.0.144.114: icmp_seq=11 ttl=64 0.076 ms
1705491029 64 bytes from 10.0.144.114: icmp_seq=12 ttl=64 0.077 ms
1705491030 64 bytes from 10.0.144.114: icmp_seq=13 ttl=64 0.075 ms
1705491031 64 bytes from 10.0.144.114: icmp_seq=14 ttl=64 0.078 ms
1705491032 64 bytes from 10.0.144.114: icmp_seq=15 ttl=64 0.072 ms
1705491033 64 bytes from 10.0.144.114: icmp_seq=16 ttl=64 0.067 ms
1705491034 64 bytes from 10.0.144.114: icmp_seq=17 ttl=64 0.068 ms
1705491035 64 bytes from 10.0.144.114: icmp_seq=18 ttl=64 0.071 ms
1705491036 64 bytes from 10.0.144.114: icmp_seq=19 ttl=64 0.082 ms
1705491037 64 bytes from 10.0.144.114: icmp_seq=20 ttl=64 0.074 ms
1705491039 64 bytes from 10.0.144.114: icmp_seq=21 ttl=64 0.083 ms
1705491040 64 bytes from 10.0.144.114: icmp_seq=22 ttl=64 0.070 ms
1705491041 64 bytes from 10.0.144.114: icmp_seq=23 ttl=64 0.071 ms
1705491042 64 bytes from 10.0.144.114: icmp_seq=24 ttl=64 0.075 ms
1705491043 64 bytes from 10.0.144.114: icmp_seq=25 ttl=64 0.078 ms
1705491044 64 bytes from 10.0.144.114: icmp_seq=26 ttl=64 0.077 ms
1705491045 64 bytes from 10.0.144.114: icmp_seq=27 ttl=64 0.079 ms
1705491046 64 bytes from 10.0.144.114: icmp_seq=28 ttl=64 0.082 ms
1705491047 64 bytes from 10.0.144.114: icmp_seq=29 ttl=64 0.080 ms
1705491048 64 bytes from 10.0.144.114: icmp_seq=30 ttl=64 0.090 ms
1705491049 64 bytes from 10.0.144.114: icmp_seq=31 ttl=64 0.106 ms
1705491050 64 bytes from 10.0.144.114: icmp_seq=32 ttl=64 0.117 ms
1705491051 64 bytes from 10.0.144.114: icmp_seq=33 ttl=64 0.112 ms
1705491052 64 bytes from 10.0.144.114: icmp_seq=34 ttl=64 0.131 ms
1705491053 64 bytes from 10.0.144.114: icmp_seq=35 ttl=64 0.112 ms
1705491054 64 bytes from 10.0.144.114: icmp_seq=36 ttl=64 0.108 ms
1705491055 64 bytes from 10.0.144.114: icmp_seq=37 ttl=64 0.102 ms
1705491056 64 bytes from 10.0.144.114: icmp_seq=38 ttl=64 0.113 ms
1705491057 64 bytes from 10.0.144.114: icmp_seq=39 ttl=64 0.114 ms
1705491058 64 bytes from 10.0.144.114: icmp_seq=40 ttl=64 0.121 ms
1705491059 64 bytes from 10.0.144.114: icmp_seq=41 ttl=64 0.115 ms
1705491060 64 bytes from 10.0.144.114: icmp_seq=42 ttl=64 0.110 ms
1705491061 64 bytes from 10.0.144.114: icmp_seq=43 ttl=64 0.110 ms
1705491062 64 bytes from 10.0.144.114: icmp_seq=44 ttl=64 0.096 ms
1705491063 64 bytes from 10.0.144.114: icmp_seq=45 ttl=64 0.104 ms
