1705417397 PING 35.176.250.42 (35.176.250.42) 56(84) bytes of data.
1705417397 64 bytes from 35.176.250.42: icmp_seq=1 ttl=63 0.200 ms
1705417398 64 bytes from 35.176.250.42: icmp_seq=2 ttl=63 0.196 ms
1705417399 64 bytes from 35.176.250.42: icmp_seq=3 ttl=63 0.210 ms
1705417400 64 bytes from 35.176.250.42: icmp_seq=4 ttl=63 0.211 ms
1705417401 64 bytes from 35.176.250.42: icmp_seq=5 ttl=63 0.196 ms
1705417402 64 bytes from 35.176.250.42: icmp_seq=6 ttl=63 0.230 ms
1705417403 64 bytes from 35.176.250.42: icmp_seq=7 ttl=63 0.193 ms
1705417404 64 bytes from 35.176.250.42: icmp_seq=8 ttl=63 0.199 ms
1705417405 64 bytes from 35.176.250.42: icmp_seq=9 ttl=63 0.210 ms
1705417406 64 bytes from 35.176.250.42: icmp_seq=10 ttl=63 0.182 ms
1705417407 64 bytes from 35.176.250.42: icmp_seq=11 ttl=63 0.178 ms
1705417408 64 bytes from 35.176.250.42: icmp_seq=12 ttl=63 0.177 ms
1705417409 64 bytes from 35.176.250.42: icmp_seq=13 ttl=63 0.176 ms
1705417410 64 bytes from 35.176.250.42: icmp_seq=14 ttl=63 0.181 ms
1705417412 64 bytes from 35.176.250.42: icmp_seq=15 ttl=63 0.175 ms
1705417413 64 bytes from 35.176.250.42: icmp_seq=16 ttl=63 0.178 ms
1705417414 64 bytes from 35.176.250.42: icmp_seq=17 ttl=63 0.179 ms
1705417415 64 bytes from 35.176.250.42: icmp_seq=18 ttl=63 0.178 ms
1705417416 64 bytes from 35.176.250.42: icmp_seq=19 ttl=63 0.168 ms
1705417417 64 bytes from 35.176.250.42: icmp_seq=20 ttl=63 0.178 ms
1705417418 64 bytes from 35.176.250.42: icmp_seq=21 ttl=63 0.175 ms
1705417419 64 bytes from 35.176.250.42: icmp_seq=22 ttl=63 0.177 ms
1705417420 64 bytes from 35.176.250.42: icmp_seq=23 ttl=63 0.182 ms
1705417421 64 bytes from 35.176.250.42: icmp_seq=24 ttl=63 0.188 ms
1705417422 64 bytes from 35.176.250.42: icmp_seq=25 ttl=63 0.195 ms
1705417423 64 bytes from 35.176.250.42: icmp_seq=26 ttl=63 0.172 ms
1705417424 64 bytes from 35.176.250.42: icmp_seq=27 ttl=63 0.202 ms
1705417425 64 bytes from 35.176.250.42: icmp_seq=28 ttl=63 0.186 ms
1705417426 64 bytes from 35.176.250.42: icmp_seq=29 ttl=63 0.182 ms
1705417427 64 bytes from 35.176.250.42: icmp_seq=30 ttl=63 0.200 ms
1705417428 64 bytes from 35.176.250.42: icmp_seq=31 ttl=63 0.195 ms
1705417429 64 bytes from 35.176.250.42: icmp_seq=32 ttl=63 0.211 ms
1705417430 64 bytes from 35.176.250.42: icmp_seq=33 ttl=63 0.203 ms
1705417431 64 bytes from 35.176.250.42: icmp_seq=34 ttl=63 0.207 ms
1705417432 64 bytes from 35.176.250.42: icmp_seq=35 ttl=63 0.192 ms
1705417433 64 bytes from 35.176.250.42: icmp_seq=36 ttl=63 0.220 ms
1705417434 64 bytes from 35.176.250.42: icmp_seq=37 ttl=63 0.202 ms
1705417435 64 bytes from 35.176.250.42: icmp_seq=38 ttl=63 0.188 ms
1705417436 64 bytes from 35.176.250.42: icmp_seq=39 ttl=63 0.205 ms
1705417437 64 bytes from 35.176.250.42: icmp_seq=40 ttl=63 0.181 ms
1705417438 64 bytes from 35.176.250.42: icmp_seq=41 ttl=63 0.193 ms
1705417439 64 bytes from 35.176.250.42: icmp_seq=42 ttl=63 0.207 ms
1705417440 64 bytes from 35.176.250.42: icmp_seq=43 ttl=63 0.190 ms
1705417441 64 bytes from 35.176.250.42: icmp_seq=44 ttl=63 0.208 ms
1705417442 64 bytes from 35.176.250.42: icmp_seq=45 ttl=63 0.250 ms
1705417443 64 bytes from 35.176.250.42: icmp_seq=46 ttl=63 0.189 ms
1705417444 64 bytes from 35.176.250.42: icmp_seq=47 ttl=63 0.179 ms
1705417445 64 bytes from 35.176.250.42: icmp_seq=48 ttl=63 0.184 ms
