1705417280 PING 10.0.170.98 (10.0.170.98) 56(84) bytes of data.
1705417280 64 bytes from 10.0.170.98: icmp_seq=1 ttl=64 0.125 ms
1705417281 64 bytes from 10.0.170.98: icmp_seq=2 ttl=64 0.118 ms
1705417282 64 bytes from 10.0.170.98: icmp_seq=3 ttl=64 0.108 ms
1705417283 64 bytes from 10.0.170.98: icmp_seq=4 ttl=64 0.111 ms
1705417284 64 bytes from 10.0.170.98: icmp_seq=5 ttl=64 0.109 ms
1705417285 64 bytes from 10.0.170.98: icmp_seq=6 ttl=64 0.117 ms
1705417286 64 bytes from 10.0.170.98: icmp_seq=7 ttl=64 0.124 ms
1705417287 64 bytes from 10.0.170.98: icmp_seq=8 ttl=64 0.102 ms
1705417288 64 bytes from 10.0.170.98: icmp_seq=9 ttl=64 0.129 ms
1705417289 64 bytes from 10.0.170.98: icmp_seq=10 ttl=64 0.078 ms
1705417290 64 bytes from 10.0.170.98: icmp_seq=11 ttl=64 0.080 ms
1705417291 64 bytes from 10.0.170.98: icmp_seq=12 ttl=64 0.085 ms
1705417292 64 bytes from 10.0.170.98: icmp_seq=13 ttl=64 0.082 ms
1705417293 64 bytes from 10.0.170.98: icmp_seq=14 ttl=64 0.089 ms
1705417294 64 bytes from 10.0.170.98: icmp_seq=15 ttl=64 0.078 ms
1705417295 64 bytes from 10.0.170.98: icmp_seq=16 ttl=64 0.072 ms
1705417296 64 bytes from 10.0.170.98: icmp_seq=17 ttl=64 0.088 ms
1705417297 64 bytes from 10.0.170.98: icmp_seq=18 ttl=64 0.087 ms
1705417298 64 bytes from 10.0.170.98: icmp_seq=19 ttl=64 0.080 ms
1705417299 64 bytes from 10.0.170.98: icmp_seq=20 ttl=64 0.073 ms
1705417300 64 bytes from 10.0.170.98: icmp_seq=21 ttl=64 0.086 ms
1705417301 64 bytes from 10.0.170.98: icmp_seq=22 ttl=64 0.103 ms
1705417302 64 bytes from 10.0.170.98: icmp_seq=23 ttl=64 0.085 ms
1705417304 64 bytes from 10.0.170.98: icmp_seq=24 ttl=64 0.077 ms
1705417305 64 bytes from 10.0.170.98: icmp_seq=25 ttl=64 0.077 ms
1705417306 64 bytes from 10.0.170.98: icmp_seq=26 ttl=64 0.071 ms
1705417307 64 bytes from 10.0.170.98: icmp_seq=27 ttl=64 0.082 ms
1705417308 64 bytes from 10.0.170.98: icmp_seq=28 ttl=64 0.084 ms
1705417309 64 bytes from 10.0.170.98: icmp_seq=29 ttl=64 0.104 ms
1705417310 64 bytes from 10.0.170.98: icmp_seq=30 ttl=64 0.106 ms
1705417311 64 bytes from 10.0.170.98: icmp_seq=31 ttl=64 0.123 ms
1705417312 64 bytes from 10.0.170.98: icmp_seq=32 ttl=64 0.116 ms
1705417313 64 bytes from 10.0.170.98: icmp_seq=33 ttl=64 0.118 ms
1705417314 64 bytes from 10.0.170.98: icmp_seq=34 ttl=64 0.126 ms
1705417315 64 bytes from 10.0.170.98: icmp_seq=35 ttl=64 0.114 ms
1705417316 64 bytes from 10.0.170.98: icmp_seq=36 ttl=64 0.109 ms
1705417317 64 bytes from 10.0.170.98: icmp_seq=37 ttl=64 0.106 ms
1705417318 64 bytes from 10.0.170.98: icmp_seq=38 ttl=64 0.108 ms
1705417319 64 bytes from 10.0.170.98: icmp_seq=39 ttl=64 0.110 ms
1705417320 64 bytes from 10.0.170.98: icmp_seq=40 ttl=64 0.110 ms
1705417321 64 bytes from 10.0.170.98: icmp_seq=41 ttl=64 0.108 ms
1705417322 64 bytes from 10.0.170.98: icmp_seq=42 ttl=64 0.102 ms
1705417323 64 bytes from 10.0.170.98: icmp_seq=43 ttl=64 0.115 ms
1705417324 64 bytes from 10.0.170.98: icmp_seq=44 ttl=64 0.104 ms
1705417325 64 bytes from 10.0.170.98: icmp_seq=45 ttl=64 0.102 ms
1705417326 64 bytes from 10.0.170.98: icmp_seq=46 ttl=64 0.125 ms
1705417327 64 bytes from 10.0.170.98: icmp_seq=47 ttl=64 0.118 ms
