1705417280 PING 10.0.156.24 (10.0.156.24) 56(84) bytes of data.
1705417280 64 bytes from 10.0.156.24: icmp_seq=1 ttl=64 0.210 ms
1705417281 64 bytes from 10.0.156.24: icmp_seq=2 ttl=64 0.184 ms
1705417282 64 bytes from 10.0.156.24: icmp_seq=3 ttl=64 0.180 ms
1705417283 64 bytes from 10.0.156.24: icmp_seq=4 ttl=64 0.186 ms
1705417284 64 bytes from 10.0.156.24: icmp_seq=5 ttl=64 0.181 ms
1705417285 64 bytes from 10.0.156.24: icmp_seq=6 ttl=64 0.183 ms
1705417286 64 bytes from 10.0.156.24: icmp_seq=7 ttl=64 0.184 ms
1705417287 64 bytes from 10.0.156.24: icmp_seq=8 ttl=64 0.213 ms
1705417288 64 bytes from 10.0.156.24: icmp_seq=9 ttl=64 3.56 ms
1705417289 64 bytes from 10.0.156.24: icmp_seq=10 ttl=64 0.226 ms
1705417290 64 bytes from 10.0.156.24: icmp_seq=11 ttl=64 0.168 ms
1705417291 64 bytes from 10.0.156.24: icmp_seq=12 ttl=64 0.168 ms
1705417292 64 bytes from 10.0.156.24: icmp_seq=13 ttl=64 0.190 ms
1705417293 64 bytes from 10.0.156.24: icmp_seq=14 ttl=64 0.171 ms
1705417294 64 bytes from 10.0.156.24: icmp_seq=15 ttl=64 0.164 ms
1705417295 64 bytes from 10.0.156.24: icmp_seq=16 ttl=64 0.162 ms
1705417296 64 bytes from 10.0.156.24: icmp_seq=17 ttl=64 0.166 ms
1705417297 64 bytes from 10.0.156.24: icmp_seq=18 ttl=64 0.164 ms
1705417298 64 bytes from 10.0.156.24: icmp_seq=19 ttl=64 0.170 ms
1705417299 64 bytes from 10.0.156.24: icmp_seq=20 ttl=64 0.157 ms
1705417300 64 bytes from 10.0.156.24: icmp_seq=21 ttl=64 0.162 ms
1705417301 64 bytes from 10.0.156.24: icmp_seq=22 ttl=64 0.171 ms
1705417302 64 bytes from 10.0.156.24: icmp_seq=23 ttl=64 0.163 ms
1705417303 64 bytes from 10.0.156.24: icmp_seq=24 ttl=64 0.172 ms
1705417305 64 bytes from 10.0.156.24: icmp_seq=25 ttl=64 0.168 ms
1705417306 64 bytes from 10.0.156.24: icmp_seq=26 ttl=64 0.175 ms
1705417307 64 bytes from 10.0.156.24: icmp_seq=27 ttl=64 0.163 ms
1705417308 64 bytes from 10.0.156.24: icmp_seq=28 ttl=64 0.174 ms
1705417309 64 bytes from 10.0.156.24: icmp_seq=29 ttl=64 0.167 ms
1705417310 64 bytes from 10.0.156.24: icmp_seq=30 ttl=64 0.185 ms
1705417311 64 bytes from 10.0.156.24: icmp_seq=31 ttl=64 0.206 ms
1705417312 64 bytes from 10.0.156.24: icmp_seq=32 ttl=64 0.199 ms
1705417313 64 bytes from 10.0.156.24: icmp_seq=33 ttl=64 0.202 ms
1705417314 64 bytes from 10.0.156.24: icmp_seq=34 ttl=64 0.203 ms
1705417315 64 bytes from 10.0.156.24: icmp_seq=35 ttl=64 0.206 ms
1705417316 64 bytes from 10.0.156.24: icmp_seq=36 ttl=64 0.204 ms
1705417317 64 bytes from 10.0.156.24: icmp_seq=37 ttl=64 0.204 ms
1705417318 64 bytes from 10.0.156.24: icmp_seq=38 ttl=64 0.203 ms
1705417319 64 bytes from 10.0.156.24: icmp_seq=39 ttl=64 0.200 ms
1705417320 64 bytes from 10.0.156.24: icmp_seq=40 ttl=64 0.191 ms
1705417321 64 bytes from 10.0.156.24: icmp_seq=41 ttl=64 0.200 ms
1705417322 64 bytes from 10.0.156.24: icmp_seq=42 ttl=64 0.189 ms
1705417323 64 bytes from 10.0.156.24: icmp_seq=43 ttl=64 0.195 ms
1705417324 64 bytes from 10.0.156.24: icmp_seq=44 ttl=64 0.202 ms
1705417325 64 bytes from 10.0.156.24: icmp_seq=45 ttl=64 0.193 ms
