1705417221 PING 10.0.69.149 (10.0.69.149) 56(84) bytes of data.
1705417221 64 bytes from 10.0.69.149: icmp_seq=1 ttl=64 0.109 ms
1705417222 64 bytes from 10.0.69.149: icmp_seq=2 ttl=64 0.113 ms
1705417223 64 bytes from 10.0.69.149: icmp_seq=3 ttl=64 0.114 ms
1705417224 64 bytes from 10.0.69.149: icmp_seq=4 ttl=64 0.131 ms
1705417225 64 bytes from 10.0.69.149: icmp_seq=5 ttl=64 0.114 ms
1705417226 64 bytes from 10.0.69.149: icmp_seq=6 ttl=64 0.118 ms
1705417227 64 bytes from 10.0.69.149: icmp_seq=7 ttl=64 0.118 ms
1705417228 64 bytes from 10.0.69.149: icmp_seq=8 ttl=64 0.111 ms
1705417229 64 bytes from 10.0.69.149: icmp_seq=9 ttl=64 0.129 ms
1705417230 64 bytes from 10.0.69.149: icmp_seq=10 ttl=64 0.101 ms
1705417231 64 bytes from 10.0.69.149: icmp_seq=11 ttl=64 0.100 ms
1705417232 64 bytes from 10.0.69.149: icmp_seq=12 ttl=64 0.093 ms
1705417233 64 bytes from 10.0.69.149: icmp_seq=13 ttl=64 0.094 ms
1705417234 64 bytes from 10.0.69.149: icmp_seq=14 ttl=64 0.104 ms
1705417235 64 bytes from 10.0.69.149: icmp_seq=15 ttl=64 0.086 ms
1705417236 64 bytes from 10.0.69.149: icmp_seq=16 ttl=64 0.103 ms
1705417237 64 bytes from 10.0.69.149: icmp_seq=17 ttl=64 0.099 ms
1705417238 64 bytes from 10.0.69.149: icmp_seq=18 ttl=64 0.096 ms
1705417239 64 bytes from 10.0.69.149: icmp_seq=19 ttl=64 0.103 ms
1705417240 64 bytes from 10.0.69.149: icmp_seq=20 ttl=64 0.080 ms
1705417241 64 bytes from 10.0.69.149: icmp_seq=21 ttl=64 0.095 ms
1705417242 64 bytes from 10.0.69.149: icmp_seq=22 ttl=64 0.092 ms
1705417243 64 bytes from 10.0.69.149: icmp_seq=23 ttl=64 0.095 ms
1705417244 64 bytes from 10.0.69.149: icmp_seq=24 ttl=64 0.098 ms
1705417245 64 bytes from 10.0.69.149: icmp_seq=25 ttl=64 0.087 ms
1705417246 64 bytes from 10.0.69.149: icmp_seq=26 ttl=64 0.103 ms
1705417247 64 bytes from 10.0.69.149: icmp_seq=27 ttl=64 0.098 ms
1705417248 64 bytes from 10.0.69.149: icmp_seq=28 ttl=64 0.096 ms
1705417249 64 bytes from 10.0.69.149: icmp_seq=29 ttl=64 0.100 ms
1705417250 64 bytes from 10.0.69.149: icmp_seq=30 ttl=64 0.102 ms
1705417251 64 bytes from 10.0.69.149: icmp_seq=31 ttl=64 0.108 ms
1705417252 64 bytes from 10.0.69.149: icmp_seq=32 ttl=64 0.104 ms
1705417253 64 bytes from 10.0.69.149: icmp_seq=33 ttl=64 0.118 ms
1705417254 64 bytes from 10.0.69.149: icmp_seq=34 ttl=64 0.108 ms
1705417256 64 bytes from 10.0.69.149: icmp_seq=35 ttl=64 0.101 ms
1705417257 64 bytes from 10.0.69.149: icmp_seq=36 ttl=64 0.102 ms
1705417258 64 bytes from 10.0.69.149: icmp_seq=37 ttl=64 0.106 ms
1705417259 64 bytes from 10.0.69.149: icmp_seq=38 ttl=64 0.121 ms
1705417260 64 bytes from 10.0.69.149: icmp_seq=39 ttl=64 0.101 ms
1705417261 64 bytes from 10.0.69.149: icmp_seq=40 ttl=64 0.112 ms
1705417262 64 bytes from 10.0.69.149: icmp_seq=41 ttl=64 0.122 ms
1705417263 64 bytes from 10.0.69.149: icmp_seq=42 ttl=64 0.119 ms
1705417264 64 bytes from 10.0.69.149: icmp_seq=43 ttl=64 0.106 ms
1705417265 64 bytes from 10.0.69.149: icmp_seq=44 ttl=64 0.115 ms
1705417266 64 bytes from 10.0.69.149: icmp_seq=45 ttl=64 0.110 ms
1705417267 64 bytes from 10.0.69.149: icmp_seq=46 ttl=64 0.093 ms
