1705417986 PING 3.10.107.188 (3.10.107.188) 56(84) bytes of data.
1705417986 64 bytes from 3.10.107.188: icmp_seq=1 ttl=63 0.272 ms
1705417987 64 bytes from 3.10.107.188: icmp_seq=2 ttl=63 0.251 ms
1705417988 64 bytes from 3.10.107.188: icmp_seq=3 ttl=63 0.265 ms
1705417989 64 bytes from 3.10.107.188: icmp_seq=4 ttl=63 0.255 ms
1705417990 64 bytes from 3.10.107.188: icmp_seq=5 ttl=63 0.248 ms
1705417991 64 bytes from 3.10.107.188: icmp_seq=6 ttl=63 0.267 ms
1705417992 64 bytes from 3.10.107.188: icmp_seq=7 ttl=63 0.247 ms
1705417993 64 bytes from 3.10.107.188: icmp_seq=8 ttl=63 0.273 ms
1705417994 64 bytes from 3.10.107.188: icmp_seq=9 ttl=63 0.268 ms
1705417995 64 bytes from 3.10.107.188: icmp_seq=10 ttl=63 0.247 ms
1705417996 64 bytes from 3.10.107.188: icmp_seq=11 ttl=63 0.259 ms
1705417997 64 bytes from 3.10.107.188: icmp_seq=12 ttl=63 0.284 ms
1705417998 64 bytes from 3.10.107.188: icmp_seq=13 ttl=63 0.269 ms
1705417999 64 bytes from 3.10.107.188: icmp_seq=14 ttl=63 0.235 ms
1705418000 64 bytes from 3.10.107.188: icmp_seq=15 ttl=63 0.235 ms
1705418001 64 bytes from 3.10.107.188: icmp_seq=16 ttl=63 0.244 ms
1705418002 64 bytes from 3.10.107.188: icmp_seq=17 ttl=63 0.247 ms
1705418003 64 bytes from 3.10.107.188: icmp_seq=18 ttl=63 0.235 ms
1705418004 64 bytes from 3.10.107.188: icmp_seq=19 ttl=63 0.246 ms
1705418005 64 bytes from 3.10.107.188: icmp_seq=20 ttl=63 0.264 ms
1705418006 64 bytes from 3.10.107.188: icmp_seq=21 ttl=63 0.251 ms
1705418007 64 bytes from 3.10.107.188: icmp_seq=22 ttl=63 0.248 ms
1705418008 64 bytes from 3.10.107.188: icmp_seq=23 ttl=63 0.240 ms
1705418009 64 bytes from 3.10.107.188: icmp_seq=24 ttl=63 0.245 ms
1705418010 64 bytes from 3.10.107.188: icmp_seq=25 ttl=63 0.240 ms
1705418011 64 bytes from 3.10.107.188: icmp_seq=26 ttl=63 0.247 ms
1705418012 64 bytes from 3.10.107.188: icmp_seq=27 ttl=63 0.266 ms
1705418013 64 bytes from 3.10.107.188: icmp_seq=28 ttl=63 0.240 ms
1705418014 64 bytes from 3.10.107.188: icmp_seq=29 ttl=63 0.242 ms
1705418015 64 bytes from 3.10.107.188: icmp_seq=30 ttl=63 0.257 ms
1705418016 64 bytes from 3.10.107.188: icmp_seq=31 ttl=63 0.266 ms
1705418017 64 bytes from 3.10.107.188: icmp_seq=32 ttl=63 0.250 ms
1705418018 64 bytes from 3.10.107.188: icmp_seq=33 ttl=63 0.250 ms
1705418019 64 bytes from 3.10.107.188: icmp_seq=34 ttl=63 0.283 ms
1705418020 64 bytes from 3.10.107.188: icmp_seq=35 ttl=63 0.250 ms
1705418022 64 bytes from 3.10.107.188: icmp_seq=36 ttl=63 0.255 ms
1705418023 64 bytes from 3.10.107.188: icmp_seq=37 ttl=63 0.271 ms
1705418024 64 bytes from 3.10.107.188: icmp_seq=38 ttl=63 0.253 ms
1705418025 64 bytes from 3.10.107.188: icmp_seq=39 ttl=63 0.266 ms
1705418026 64 bytes from 3.10.107.188: icmp_seq=40 ttl=63 0.247 ms
1705418027 64 bytes from 3.10.107.188: icmp_seq=41 ttl=63 0.260 ms
1705418028 64 bytes from 3.10.107.188: icmp_seq=42 ttl=63 0.254 ms
1705418029 64 bytes from 3.10.107.188: icmp_seq=43 ttl=63 0.261 ms
1705418030 64 bytes from 3.10.107.188: icmp_seq=44 ttl=63 0.256 ms
1705418031 64 bytes from 3.10.107.188: icmp_seq=45 ttl=63 0.276 ms
1705418032 64 bytes from 3.10.107.188: icmp_seq=46 ttl=63 0.261 ms
1705418033 64 bytes from 3.10.107.188: icmp_seq=47 ttl=63 0.279 ms
