1705417868 PING 13.40.110.202 (13.40.110.202) 56(84) bytes of data.
1705417868 64 bytes from 13.40.110.202: icmp_seq=1 ttl=63 0.273 ms
1705417869 64 bytes from 13.40.110.202: icmp_seq=2 ttl=63 0.245 ms
1705417870 64 bytes from 13.40.110.202: icmp_seq=3 ttl=63 0.229 ms
1705417871 64 bytes from 13.40.110.202: icmp_seq=4 ttl=63 0.234 ms
1705417872 64 bytes from 13.40.110.202: icmp_seq=5 ttl=63 0.239 ms
1705417873 64 bytes from 13.40.110.202: icmp_seq=6 ttl=63 0.223 ms
1705417874 64 bytes from 13.40.110.202: icmp_seq=7 ttl=63 0.227 ms
1705417875 64 bytes from 13.40.110.202: icmp_seq=8 ttl=63 0.230 ms
1705417876 64 bytes from 13.40.110.202: icmp_seq=9 ttl=63 0.233 ms
1705417877 64 bytes from 13.40.110.202: icmp_seq=10 ttl=63 0.220 ms
1705417878 64 bytes from 13.40.110.202: icmp_seq=11 ttl=63 0.240 ms
1705417879 64 bytes from 13.40.110.202: icmp_seq=12 ttl=63 0.217 ms
1705417880 64 bytes from 13.40.110.202: icmp_seq=13 ttl=63 0.224 ms
1705417881 64 bytes from 13.40.110.202: icmp_seq=14 ttl=63 0.228 ms
1705417882 64 bytes from 13.40.110.202: icmp_seq=15 ttl=63 0.214 ms
1705417883 64 bytes from 13.40.110.202: icmp_seq=16 ttl=63 0.245 ms
1705417884 64 bytes from 13.40.110.202: icmp_seq=17 ttl=63 0.213 ms
1705417885 64 bytes from 13.40.110.202: icmp_seq=18 ttl=63 0.205 ms
1705417886 64 bytes from 13.40.110.202: icmp_seq=19 ttl=63 0.229 ms
1705417887 64 bytes from 13.40.110.202: icmp_seq=20 ttl=63 0.221 ms
1705417888 64 bytes from 13.40.110.202: icmp_seq=21 ttl=63 0.219 ms
1705417889 64 bytes from 13.40.110.202: icmp_seq=22 ttl=63 0.208 ms
1705417890 64 bytes from 13.40.110.202: icmp_seq=23 ttl=63 0.227 ms
1705417891 64 bytes from 13.40.110.202: icmp_seq=24 ttl=63 0.214 ms
1705417892 64 bytes from 13.40.110.202: icmp_seq=25 ttl=63 0.228 ms
1705417893 64 bytes from 13.40.110.202: icmp_seq=26 ttl=63 0.233 ms
1705417894 64 bytes from 13.40.110.202: icmp_seq=27 ttl=63 0.226 ms
1705417895 64 bytes from 13.40.110.202: icmp_seq=28 ttl=63 0.226 ms
1705417896 64 bytes from 13.40.110.202: icmp_seq=29 ttl=63 0.214 ms
1705417897 64 bytes from 13.40.110.202: icmp_seq=30 ttl=63 0.239 ms
1705417898 64 bytes from 13.40.110.202: icmp_seq=31 ttl=63 0.226 ms
1705417899 64 bytes from 13.40.110.202: icmp_seq=32 ttl=63 0.230 ms
1705417901 64 bytes from 13.40.110.202: icmp_seq=33 ttl=63 0.228 ms
1705417902 64 bytes from 13.40.110.202: icmp_seq=34 ttl=63 0.231 ms
1705417903 64 bytes from 13.40.110.202: icmp_seq=35 ttl=63 0.232 ms
1705417904 64 bytes from 13.40.110.202: icmp_seq=36 ttl=63 0.229 ms
1705417905 64 bytes from 13.40.110.202: icmp_seq=37 ttl=63 0.225 ms
1705417906 64 bytes from 13.40.110.202: icmp_seq=38 ttl=63 0.232 ms
1705417907 64 bytes from 13.40.110.202: icmp_seq=39 ttl=63 0.233 ms
1705417908 64 bytes from 13.40.110.202: icmp_seq=40 ttl=63 0.226 ms
1705417909 64 bytes from 13.40.110.202: icmp_seq=41 ttl=63 0.230 ms
1705417910 64 bytes from 13.40.110.202: icmp_seq=42 ttl=63 0.237 ms
1705417911 64 bytes from 13.40.110.202: icmp_seq=43 ttl=63 0.236 ms
1705417912 64 bytes from 13.40.110.202: icmp_seq=44 ttl=63 0.220 ms
1705417913 64 bytes from 13.40.110.202: icmp_seq=45 ttl=63 0.234 ms
1705417914 64 bytes from 13.40.110.202: icmp_seq=46 ttl=63 0.221 ms
1705417915 64 bytes from 13.40.110.202: icmp_seq=47 ttl=63 0.227 ms
1705417916 64 bytes from 13.40.110.202: icmp_seq=48 ttl=63 0.285 ms
