1705417574 PING 35.176.250.42 (35.176.250.42) 56(84) bytes of data.
1705417574 64 bytes from 35.176.250.42: icmp_seq=1 ttl=63 0.221 ms
1705417575 64 bytes from 35.176.250.42: icmp_seq=2 ttl=63 0.229 ms
1705417576 64 bytes from 35.176.250.42: icmp_seq=3 ttl=63 0.204 ms
1705417577 64 bytes from 35.176.250.42: icmp_seq=4 ttl=63 0.207 ms
1705417578 64 bytes from 35.176.250.42: icmp_seq=5 ttl=63 0.192 ms
1705417579 64 bytes from 35.176.250.42: icmp_seq=6 ttl=63 0.196 ms
1705417580 64 bytes from 35.176.250.42: icmp_seq=7 ttl=63 0.214 ms
1705417581 64 bytes from 35.176.250.42: icmp_seq=8 ttl=63 0.225 ms
1705417582 64 bytes from 35.176.250.42: icmp_seq=9 ttl=63 0.195 ms
1705417583 64 bytes from 35.176.250.42: icmp_seq=10 ttl=63 0.190 ms
1705417584 64 bytes from 35.176.250.42: icmp_seq=11 ttl=63 0.190 ms
1705417585 64 bytes from 35.176.250.42: icmp_seq=12 ttl=63 0.182 ms
1705417586 64 bytes from 35.176.250.42: icmp_seq=13 ttl=63 0.185 ms
1705417587 64 bytes from 35.176.250.42: icmp_seq=14 ttl=63 0.201 ms
1705417588 64 bytes from 35.176.250.42: icmp_seq=15 ttl=63 0.184 ms
1705417589 64 bytes from 35.176.250.42: icmp_seq=16 ttl=63 0.209 ms
1705417590 64 bytes from 35.176.250.42: icmp_seq=17 ttl=63 0.191 ms
1705417591 64 bytes from 35.176.250.42: icmp_seq=18 ttl=63 0.189 ms
1705417592 64 bytes from 35.176.250.42: icmp_seq=19 ttl=63 0.190 ms
1705417593 64 bytes from 35.176.250.42: icmp_seq=20 ttl=63 0.194 ms
1705417594 64 bytes from 35.176.250.42: icmp_seq=21 ttl=63 0.191 ms
1705417595 64 bytes from 35.176.250.42: icmp_seq=22 ttl=63 0.192 ms
1705417596 64 bytes from 35.176.250.42: icmp_seq=23 ttl=63 0.200 ms
1705417597 64 bytes from 35.176.250.42: icmp_seq=24 ttl=63 0.189 ms
1705417598 64 bytes from 35.176.250.42: icmp_seq=25 ttl=63 0.179 ms
1705417599 64 bytes from 35.176.250.42: icmp_seq=26 ttl=63 0.184 ms
1705417600 64 bytes from 35.176.250.42: icmp_seq=27 ttl=63 0.198 ms
1705417601 64 bytes from 35.176.250.42: icmp_seq=28 ttl=63 0.179 ms
1705417602 64 bytes from 35.176.250.42: icmp_seq=29 ttl=63 0.185 ms
1705417603 64 bytes from 35.176.250.42: icmp_seq=30 ttl=63 0.194 ms
1705417604 64 bytes from 35.176.250.42: icmp_seq=31 ttl=63 0.216 ms
1705417605 64 bytes from 35.176.250.42: icmp_seq=32 ttl=63 0.208 ms
1705417606 64 bytes from 35.176.250.42: icmp_seq=33 ttl=63 0.220 ms
1705417607 64 bytes from 35.176.250.42: icmp_seq=34 ttl=63 0.216 ms
1705417608 64 bytes from 35.176.250.42: icmp_seq=35 ttl=63 0.202 ms
1705417609 64 bytes from 35.176.250.42: icmp_seq=36 ttl=63 0.218 ms
1705417610 64 bytes from 35.176.250.42: icmp_seq=37 ttl=63 0.198 ms
1705417611 64 bytes from 35.176.250.42: icmp_seq=38 ttl=63 0.203 ms
1705417612 64 bytes from 35.176.250.42: icmp_seq=39 ttl=63 0.216 ms
1705417613 64 bytes from 35.176.250.42: icmp_seq=40 ttl=63 0.217 ms
1705417614 64 bytes from 35.176.250.42: icmp_seq=41 ttl=63 0.215 ms
1705417615 64 bytes from 35.176.250.42: icmp_seq=42 ttl=63 0.196 ms
1705417617 64 bytes from 35.176.250.42: icmp_seq=43 ttl=63 0.203 ms
1705417618 64 bytes from 35.176.250.42: icmp_seq=44 ttl=63 0.236 ms
1705417619 64 bytes from 35.176.250.42: icmp_seq=45 ttl=63 0.202 ms
1705417620 64 bytes from 35.176.250.42: icmp_seq=46 ttl=63 0.198 ms
1705417621 64 bytes from 35.176.250.42: icmp_seq=47 ttl=63 0.219 ms
1705417622 64 bytes from 35.176.250.42: icmp_seq=48 ttl=63 0.230 ms
